CODICESCUOLA,DENOMINAZIONESCUOLA,DESCRIZIONECOMUNE,PROVINCIA,REGIONE,CLASSE_KEY,COMBINAZIONE_NORM,CLASSE_DISPLAY,DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA,CODICEISTITUTORIFERIMENTO,DENOMINAZIONEISTITUTORIFERIMENTO
MTEE81702V,VIALE SIRIS-NOVA SIRI,NOVA SIRI,MATERA,BASILICATA,5A,40 ORE A TEMPO PIENO,5A - 40 ORE A TEMPO PIENO,SCUOLA PRIMARIA,MTIC81700Q,"I.C. ""L. SETTEMBRINI""-NOVA SIRI"
MTEE81702V,VIALE SIRIS-NOVA SIRI,NOVA SIRI,MATERA,BASILICATA,5B,CORSO A ORARIO ORDINARIO,5B - CORSO A ORARIO ORDINARIO,SCUOLA PRIMARIA,MTIC81700Q,"I.C. ""L. SETTEMBRINI""-NOVA SIRI"
MTEE81702V,VIALE SIRIS-NOVA SIRI,NOVA SIRI,MATERA,BASILICATA,5C,CORSO A ORARIO ORDINARIO,5C - CORSO A ORARIO ORDINARIO,SCUOLA PRIMARIA,MTIC81700Q,"I.C. ""L. SETTEMBRINI""-NOVA SIRI"
MTEE81702V,VIALE SIRIS-NOVA SIRI,NOVA SIRI,MATERA,BASILICATA,5D,40 ORE A TEMPO PIENO,5D - 40 ORE A TEMPO PIENO,SCUOLA PRIMARIA,MTIC81700Q,"I.C. ""L. SETTEMBRINI""-NOVA SIRI"
MTEE81801N,F.D'ONOFRIO-IC FERRANDINA,FERRANDINA,MATERA,BASILICATA,1A,CORSO A ORARIO ORDINARIO,1A - CORSO A ORARIO ORDINARIO,SCUOLA PRIMARIA,MTIC81800G,"I.C.""F. D'ONOFRIO""-FERRANDINA"
MTEE81801N,F.D'ONOFRIO-IC FERRANDINA,FERRANDINA,MATERA,BASILICATA,1B,CORSO A ORARIO ORDINARIO,1B - CORSO A ORARIO ORDINARIO,SCUOLA PRIMARIA,MTIC81800G,"I.C.""F. D'ONOFRIO""-FERRANDINA"
MTEE81801N,F.D'ONOFRIO-IC FERRANDINA,FERRANDINA,MATERA,BASILICATA,1C,CORSO A ORARIO ORDINARIO,1C - CORSO A ORARIO ORDINARIO,SCUOLA PRIMARIA,MTIC81800G,"I.C.""F. D'ONOFRIO""-FERRANDINA"
MTEE81801N,F.D'ONOFRIO-IC FERRANDINA,FERRANDINA,MATERA,BASILICATA,2A,40 ORE A TEMPO PIENO CON 2 DOCENTI,2A - 40 ORE A TEMPO PIENO CON 2 DOCENTI,SCUOLA PRIMARIA,MTIC81800G,"I.C.""F. D'ONOFRIO""-FERRANDINA"
MTEE81801N,F.D'ONOFRIO-IC FERRANDINA,FERRANDINA,MATERA,BASILICATA,2B,CORSO A ORARIO ORDINARIO,2B - CORSO A ORARIO ORDINARIO,SCUOLA PRIMARIA,MTIC81800G,"I.C.""F. D'ONOFRIO""-FERRANDINA"
MTEE81801N,F.D'ONOFRIO-IC FERRANDINA,FERRANDINA,MATERA,BASILICATA,2C,CORSO A ORARIO ORDINARIO,2C - CORSO A ORARIO ORDINARIO,SCUOLA PRIMARIA,MTIC81800G,"I.C.""F. D'ONOFRIO""-FERRANDINA"
MTEE81801N,F.D'ONOFRIO-IC FERRANDINA,FERRANDINA,MATERA,BASILICATA,3A,40 ORE A TEMPO PIENO CON 2 DOCENTI,3A - 40 ORE A TEMPO PIENO CON 2 DOCENTI,SCUOLA PRIMARIA,MTIC81800G,"I.C.""F. D'ONOFRIO""-FERRANDINA"
MTEE81801N,F.D'ONOFRIO-IC FERRANDINA,FERRANDINA,MATERA,BASILICATA,3B,CORSO A ORARIO ORDINARIO,3B - CORSO A ORARIO ORDINARIO,SCUOLA PRIMARIA,MTIC81800G,"I.C.""F. D'ONOFRIO""-FERRANDINA"
MTEE81801N,F.D'ONOFRIO-IC FERRANDINA,FERRANDINA,MATERA,BASILICATA,3C,CORSO A ORARIO ORDINARIO,3C - CORSO A ORARIO ORDINARIO,SCUOLA PRIMARIA,MTIC81800G,"I.C.""F. D'ONOFRIO""-FERRANDINA"
MTEE81801N,F.D'ONOFRIO-IC FERRANDINA,FERRANDINA,MATERA,BASILICATA,4A,CORSO A ORARIO ORDINARIO,4A - CORSO A ORARIO ORDINARIO,SCUOLA PRIMARIA,MTIC81800G,"I.C.""F. D'ONOFRIO""-FERRANDINA"
MTEE81801N,F.D'ONOFRIO-IC FERRANDINA,FERRANDINA,MATERA,BASILICATA,4B,CORSO A ORARIO ORDINARIO,4B - CORSO A ORARIO ORDINARIO,SCUOLA PRIMARIA,MTIC81800G,"I.C.""F. D'ONOFRIO""-FERRANDINA"
MTEE81801N,F.D'ONOFRIO-IC FERRANDINA,FERRANDINA,MATERA,BASILICATA,5A,40 ORE A TEMPO PIENO CON 2 DOCENTI,5A - 40 ORE A TEMPO PIENO CON 2 DOCENTI,SCUOLA PRIMARIA,MTIC81800G,"I.C.""F. D'ONOFRIO""-FERRANDINA"
MTEE81801N,F.D'ONOFRIO-IC FERRANDINA,FERRANDINA,MATERA,BASILICATA,5B,40 ORE A TEMPO PIENO CON 2 DOCENTI,5B - 40 ORE A TEMPO PIENO CON 2 DOCENTI,SCUOLA PRIMARIA,MTIC81800G,"I.C.""F. D'ONOFRIO""-FERRANDINA"
MTEE81801N,F.D'ONOFRIO-IC FERRANDINA,FERRANDINA,MATERA,BASILICATA,5C,CORSO A ORARIO ORDINARIO,5C - CORSO A ORARIO ORDINARIO,SCUOLA PRIMARIA,MTIC81800G,"I.C.""F. D'ONOFRIO""-FERRANDINA"
MTEE81801N,F.D'ONOFRIO-IC FERRANDINA,FERRANDINA,MATERA,BASILICATA,5D,CORSO A ORARIO ORDINARIO,5D - CORSO A ORARIO ORDINARIO,SCUOLA PRIMARIA,MTIC81800G,"I.C.""F. D'ONOFRIO""-FERRANDINA"
MTEE81803Q,"""TEN.R.DAVIA""-SALANDRA",SALANDRA,MATERA,BASILICATA,1A,27 ORE SETTIMANALI,1A - 27 ORE SETTIMANALI,SCUOLA PRIMARIA,MTIC81800G,"I.C.""F. D'ONOFRIO""-FERRANDINA"
MTEE81803Q,"""TEN.R.DAVIA""-SALANDRA",SALANDRA,MATERA,BASILICATA,2A,27 ORE SETTIMANALI,2A - 27 ORE SETTIMANALI,SCUOLA PRIMARIA,MTIC81800G,"I.C.""F. D'ONOFRIO""-FERRANDINA"
MTEE81803Q,"""TEN.R.DAVIA""-SALANDRA",SALANDRA,MATERA,BASILICATA,3A,27 ORE SETTIMANALI,3A - 27 ORE SETTIMANALI,SCUOLA PRIMARIA,MTIC81800G,"I.C.""F. D'ONOFRIO""-FERRANDINA"
MTEE81803Q,"""TEN.R.DAVIA""-SALANDRA",SALANDRA,MATERA,BASILICATA,4A,27 ORE SETTIMANALI,4A - 27 ORE SETTIMANALI,SCUOLA PRIMARIA,MTIC81800G,"I.C.""F. D'ONOFRIO""-FERRANDINA"
MTEE81803Q,"""TEN.R.DAVIA""-SALANDRA",SALANDRA,MATERA,BASILICATA,5A,27 ORE SETTIMANALI,5A - 27 ORE SETTIMANALI,SCUOLA PRIMARIA,MTIC81800G,"I.C.""F. D'ONOFRIO""-FERRANDINA"
MTEE81804R,DANTE CALBI-SAN MAURO FORTE,SAN MAURO FORTE,MATERA,BASILICATA,1A,40 ORE A TEMPO PIENO,1A - 40 ORE A TEMPO PIENO,SCUOLA PRIMARIA,MTIC81800G,"I.C.""F. D'ONOFRIO""-FERRANDINA"
MTEE81804R,DANTE CALBI-SAN MAURO FORTE,SAN MAURO FORTE,MATERA,BASILICATA,2A,40 ORE A TEMPO PIENO,2A - 40 ORE A TEMPO PIENO,SCUOLA PRIMARIA,MTIC81800G,"I.C.""F. D'ONOFRIO""-FERRANDINA"
MTEE81804R,DANTE CALBI-SAN MAURO FORTE,SAN MAURO FORTE,MATERA,BASILICATA,3A,40 ORE A TEMPO PIENO,3A - 40 ORE A TEMPO PIENO,SCUOLA PRIMARIA,MTIC81800G,"I.C.""F. D'ONOFRIO""-FERRANDINA"
MTEE81804R,DANTE CALBI-SAN MAURO FORTE,SAN MAURO FORTE,MATERA,BASILICATA,4A,40 ORE A TEMPO PIENO,4A - 40 ORE A TEMPO PIENO,SCUOLA PRIMARIA,MTIC81800G,"I.C.""F. D'ONOFRIO""-FERRANDINA"
MTEE81804R,DANTE CALBI-SAN MAURO FORTE,SAN MAURO FORTE,MATERA,BASILICATA,5A,40 ORE A TEMPO PIENO,5A - 40 ORE A TEMPO PIENO,SCUOLA PRIMARIA,MTIC81800G,"I.C.""F. D'ONOFRIO""-FERRANDINA"
MTEE81901D,"""FABRIZIO DE ANDRE' ""-SCANZANO",SCANZANO JONICO,MATERA,BASILICATA,1A,40 ORE A TEMPO PIENO,1A - 40 ORE A TEMPO PIENO,SCUOLA PRIMARIA,MTIC81900B,"I.C. ""SCANZANO-MONTALBANO"""
MTEE81901D,"""FABRIZIO DE ANDRE' ""-SCANZANO",SCANZANO JONICO,MATERA,BASILICATA,1B,27/30 ORE TEMPO NORMALE,1B - 27/30 ORE TEMPO NORMALE,SCUOLA PRIMARIA,MTIC81900B,"I.C. ""SCANZANO-MONTALBANO"""
MTEE81901D,"""FABRIZIO DE ANDRE' ""-SCANZANO",SCANZANO JONICO,MATERA,BASILICATA,1C,27/30 ORE TEMPO NORMALE,1C - 27/30 ORE TEMPO NORMALE,SCUOLA PRIMARIA,MTIC81900B,"I.C. ""SCANZANO-MONTALBANO"""
MTEE81901D,"""FABRIZIO DE ANDRE' ""-SCANZANO",SCANZANO JONICO,MATERA,BASILICATA,1E,40 ORE A TEMPO PIENO,1E - 40 ORE A TEMPO PIENO,SCUOLA PRIMARIA,MTIC81900B,"I.C. ""SCANZANO-MONTALBANO"""
MTEE81901D,"""FABRIZIO DE ANDRE' ""-SCANZANO",SCANZANO JONICO,MATERA,BASILICATA,2A,40 ORE A TEMPO PIENO,2A - 40 ORE A TEMPO PIENO,SCUOLA PRIMARIA,MTIC81900B,"I.C. ""SCANZANO-MONTALBANO"""
MTEE81901D,"""FABRIZIO DE ANDRE' ""-SCANZANO",SCANZANO JONICO,MATERA,BASILICATA,2B,27/30 ORE TEMPO NORMALE,2B - 27/30 ORE TEMPO NORMALE,SCUOLA PRIMARIA,MTIC81900B,"I.C. ""SCANZANO-MONTALBANO"""
MTEE81901D,"""FABRIZIO DE ANDRE' ""-SCANZANO",SCANZANO JONICO,MATERA,BASILICATA,2C,27/30 ORE TEMPO NORMALE,2C - 27/30 ORE TEMPO NORMALE,SCUOLA PRIMARIA,MTIC81900B,"I.C. ""SCANZANO-MONTALBANO"""
MTEE81901D,"""FABRIZIO DE ANDRE' ""-SCANZANO",SCANZANO JONICO,MATERA,BASILICATA,2E,40 ORE A TEMPO PIENO,2E - 40 ORE A TEMPO PIENO,SCUOLA PRIMARIA,MTIC81900B,"I.C. ""SCANZANO-MONTALBANO"""
MTEE81901D,"""FABRIZIO DE ANDRE' ""-SCANZANO",SCANZANO JONICO,MATERA,BASILICATA,3A,40 ORE A TEMPO PIENO,3A - 40 ORE A TEMPO PIENO,SCUOLA PRIMARIA,MTIC81900B,"I.C. ""SCANZANO-MONTALBANO"""
MTEE81901D,"""FABRIZIO DE ANDRE' ""-SCANZANO",SCANZANO JONICO,MATERA,BASILICATA,3B,27/30 ORE TEMPO NORMALE,3B - 27/30 ORE TEMPO NORMALE,SCUOLA PRIMARIA,MTIC81900B,"I.C. ""SCANZANO-MONTALBANO"""
MTEE81901D,"""FABRIZIO DE ANDRE' ""-SCANZANO",SCANZANO JONICO,MATERA,BASILICATA,3C,27/30 ORE TEMPO NORMALE,3C - 27/30 ORE TEMPO NORMALE,SCUOLA PRIMARIA,MTIC81900B,"I.C. ""SCANZANO-MONTALBANO"""
MTEE81901D,"""FABRIZIO DE ANDRE' ""-SCANZANO",SCANZANO JONICO,MATERA,BASILICATA,3E,40 ORE A TEMPO PIENO,3E - 40 ORE A TEMPO PIENO,SCUOLA PRIMARIA,MTIC81900B,"I.C. ""SCANZANO-MONTALBANO"""
MTEE81901D,"""FABRIZIO DE ANDRE' ""-SCANZANO",SCANZANO JONICO,MATERA,BASILICATA,4A,40 ORE A TEMPO PIENO,4A - 40 ORE A TEMPO PIENO,SCUOLA PRIMARIA,MTIC81900B,"I.C. ""SCANZANO-MONTALBANO"""
MTEE81901D,"""FABRIZIO DE ANDRE' ""-SCANZANO",SCANZANO JONICO,MATERA,BASILICATA,4B,27/30 ORE TEMPO NORMALE,4B - 27/30 ORE TEMPO NORMALE,SCUOLA PRIMARIA,MTIC81900B,"I.C. ""SCANZANO-MONTALBANO"""
MTEE81901D,"""FABRIZIO DE ANDRE' ""-SCANZANO",SCANZANO JONICO,MATERA,BASILICATA,4C,27/30 ORE TEMPO NORMALE,4C - 27/30 ORE TEMPO NORMALE,SCUOLA PRIMARIA,MTIC81900B,"I.C. ""SCANZANO-MONTALBANO"""
MTEE81901D,"""FABRIZIO DE ANDRE' ""-SCANZANO",SCANZANO JONICO,MATERA,BASILICATA,4D,27/30 ORE TEMPO NORMALE,4D - 27/30 ORE TEMPO NORMALE,SCUOLA PRIMARIA,MTIC81900B,"I.C. ""SCANZANO-MONTALBANO"""
MTEE81901D,"""FABRIZIO DE ANDRE' ""-SCANZANO",SCANZANO JONICO,MATERA,BASILICATA,5A,40 ORE A TEMPO PIENO,5A - 40 ORE A TEMPO PIENO,SCUOLA PRIMARIA,MTIC81900B,"I.C. ""SCANZANO-MONTALBANO"""
MTEE81901D,"""FABRIZIO DE ANDRE' ""-SCANZANO",SCANZANO JONICO,MATERA,BASILICATA,5B,27/30 ORE TEMPO NORMALE,5B - 27/30 ORE TEMPO NORMALE,SCUOLA PRIMARIA,MTIC81900B,"I.C. ""SCANZANO-MONTALBANO"""
MTEE81901D,"""FABRIZIO DE ANDRE' ""-SCANZANO",SCANZANO JONICO,MATERA,BASILICATA,5C,27/30 ORE TEMPO NORMALE,5C - 27/30 ORE TEMPO NORMALE,SCUOLA PRIMARIA,MTIC81900B,"I.C. ""SCANZANO-MONTALBANO"""
MTEE81901D,"""FABRIZIO DE ANDRE' ""-SCANZANO",SCANZANO JONICO,MATERA,BASILICATA,5D,27/30 ORE TEMPO NORMALE,5D - 27/30 ORE TEMPO NORMALE,SCUOLA PRIMARIA,MTIC81900B,"I.C. ""SCANZANO-MONTALBANO"""
MTEE81902E,N. FIORENTINO -MONTALBANO,MONTALBANO JONICO,MATERA,BASILICATA,1A,40 ORE A TEMPO PIENO,1A - 40 ORE A TEMPO PIENO,SCUOLA PRIMARIA,MTIC81900B,"I.C. ""SCANZANO-MONTALBANO"""
MTEE81902E,N. FIORENTINO -MONTALBANO,MONTALBANO JONICO,MATERA,BASILICATA,1B,40 ORE A TEMPO PIENO,1B - 40 ORE A TEMPO PIENO,SCUOLA PRIMARIA,MTIC81900B,"I.C. ""SCANZANO-MONTALBANO"""
MTEE81902E,N. FIORENTINO -MONTALBANO,MONTALBANO JONICO,MATERA,BASILICATA,1C,27 ORE SETTIMANALI,1C - 27 ORE SETTIMANALI,SCUOLA PRIMARIA,MTIC81900B,"I.C. ""SCANZANO-MONTALBANO"""
MTEE81902E,N. FIORENTINO -MONTALBANO,MONTALBANO JONICO,MATERA,BASILICATA,1D,27 ORE SETTIMANALI,1D - 27 ORE SETTIMANALI,SCUOLA PRIMARIA,MTIC81900B,"I.C. ""SCANZANO-MONTALBANO"""
MTEE81902E,N. FIORENTINO -MONTALBANO,MONTALBANO JONICO,MATERA,BASILICATA,2A,40 ORE A TEMPO PIENO,2A - 40 ORE A TEMPO PIENO,SCUOLA PRIMARIA,MTIC81900B,"I.C. ""SCANZANO-MONTALBANO"""
MTEE81902E,N. FIORENTINO -MONTALBANO,MONTALBANO JONICO,MATERA,BASILICATA,2B,40 ORE A TEMPO PIENO,2B - 40 ORE A TEMPO PIENO,SCUOLA PRIMARIA,MTIC81900B,"I.C. ""SCANZANO-MONTALBANO"""
MTEE81902E,N. FIORENTINO -MONTALBANO,MONTALBANO JONICO,MATERA,BASILICATA,2C,27 ORE SETTIMANALI,2C - 27 ORE SETTIMANALI,SCUOLA PRIMARIA,MTIC81900B,"I.C. ""SCANZANO-MONTALBANO"""
MTEE81902E,N. FIORENTINO -MONTALBANO,MONTALBANO JONICO,MATERA,BASILICATA,3A,40 ORE A TEMPO PIENO,3A - 40 ORE A TEMPO PIENO,SCUOLA PRIMARIA,MTIC81900B,"I.C. ""SCANZANO-MONTALBANO"""
MTEE81902E,N. FIORENTINO -MONTALBANO,MONTALBANO JONICO,MATERA,BASILICATA,3B,27 ORE SETTIMANALI,3B - 27 ORE SETTIMANALI,SCUOLA PRIMARIA,MTIC81900B,"I.C. ""SCANZANO-MONTALBANO"""
MTEE81902E,N. FIORENTINO -MONTALBANO,MONTALBANO JONICO,MATERA,BASILICATA,3C,27 ORE SETTIMANALI,3C - 27 ORE SETTIMANALI,SCUOLA PRIMARIA,MTIC81900B,"I.C. ""SCANZANO-MONTALBANO"""
MTEE81902E,N. FIORENTINO -MONTALBANO,MONTALBANO JONICO,MATERA,BASILICATA,4A,40 ORE A TEMPO PIENO,4A - 40 ORE A TEMPO PIENO,SCUOLA PRIMARIA,MTIC81900B,"I.C. ""SCANZANO-MONTALBANO"""
MTEE81902E,N. FIORENTINO -MONTALBANO,MONTALBANO JONICO,MATERA,BASILICATA,4B,27 ORE SETTIMANALI,4B - 27 ORE SETTIMANALI,SCUOLA PRIMARIA,MTIC81900B,"I.C. ""SCANZANO-MONTALBANO"""
MTEE81902E,N. FIORENTINO -MONTALBANO,MONTALBANO JONICO,MATERA,BASILICATA,4C,27 ORE SETTIMANALI,4C - 27 ORE SETTIMANALI,SCUOLA PRIMARIA,MTIC81900B,"I.C. ""SCANZANO-MONTALBANO"""
MTEE81902E,N. FIORENTINO -MONTALBANO,MONTALBANO JONICO,MATERA,BASILICATA,4D,40 ORE A TEMPO PIENO,4D - 40 ORE A TEMPO PIENO,SCUOLA PRIMARIA,MTIC81900B,"I.C. ""SCANZANO-MONTALBANO"""
MTEE81902E,N. FIORENTINO -MONTALBANO,MONTALBANO JONICO,MATERA,BASILICATA,5A,40 ORE A TEMPO PIENO,5A - 40 ORE A TEMPO PIENO,SCUOLA PRIMARIA,MTIC81900B,"I.C. ""SCANZANO-MONTALBANO"""
MTEE81902E,N. FIORENTINO -MONTALBANO,MONTALBANO JONICO,MATERA,BASILICATA,5B,27 ORE SETTIMANALI,5B - 27 ORE SETTIMANALI,SCUOLA PRIMARIA,MTIC81900B,"I.C. ""SCANZANO-MONTALBANO"""
MTEE81902E,N. FIORENTINO -MONTALBANO,MONTALBANO JONICO,MATERA,BASILICATA,5C,27 ORE SETTIMANALI,5C - 27 ORE SETTIMANALI,SCUOLA PRIMARIA,MTIC81900B,"I.C. ""SCANZANO-MONTALBANO"""
MTEE82101D,VIALE REG.MARGHERITA-TRICARICO,TRICARICO,MATERA,BASILICATA,1A,40 ORE A TEMPO PIENO,1A - 40 ORE A TEMPO PIENO,SCUOLA PRIMARIA,MTIC82100B,I.C. TRICARICO
MTEE82101D,VIALE REG.MARGHERITA-TRICARICO,TRICARICO,MATERA,BASILICATA,2A,40 ORE A TEMPO PIENO,2A - 40 ORE A TEMPO PIENO,SCUOLA PRIMARIA,MTIC82100B,I.C. TRICARICO
MTEE82101D,VIALE REG.MARGHERITA-TRICARICO,TRICARICO,MATERA,BASILICATA,3A,40 ORE A TEMPO PIENO,3A - 40 ORE A TEMPO PIENO,SCUOLA PRIMARIA,MTIC82100B,I.C. TRICARICO
MTEE82101D,VIALE REG.MARGHERITA-TRICARICO,TRICARICO,MATERA,BASILICATA,3B,40 ORE A TEMPO PIENO,3B - 40 ORE A TEMPO PIENO,SCUOLA PRIMARIA,MTIC82100B,I.C. TRICARICO
MTEE82101D,VIALE REG.MARGHERITA-TRICARICO,TRICARICO,MATERA,BASILICATA,4A,40 ORE A TEMPO PIENO,4A - 40 ORE A TEMPO PIENO,SCUOLA PRIMARIA,MTIC82100B,I.C. TRICARICO
MTEE82101D,VIALE REG.MARGHERITA-TRICARICO,TRICARICO,MATERA,BASILICATA,4B,40 ORE A TEMPO PIENO,4B - 40 ORE A TEMPO PIENO,SCUOLA PRIMARIA,MTIC82100B,I.C. TRICARICO
MTEE82101D,VIALE REG.MARGHERITA-TRICARICO,TRICARICO,MATERA,BASILICATA,5A,40 ORE A TEMPO PIENO,5A - 40 ORE A TEMPO PIENO,SCUOLA PRIMARIA,MTIC82100B,I.C. TRICARICO
MTEE82101D,VIALE REG.MARGHERITA-TRICARICO,TRICARICO,MATERA,BASILICATA,5B,40 ORE A TEMPO PIENO,5B - 40 ORE A TEMPO PIENO,SCUOLA PRIMARIA,MTIC82100B,I.C. TRICARICO
MTEE82102E,BORGO S.MARIA-TRICARICO,TRICARICO,MATERA,BASILICATA,1B,27 ORE SETTIMANALI,1B - 27 ORE SETTIMANALI,SCUOLA PRIMARIA,MTIC82100B,I.C. TRICARICO
MTEE82102E,BORGO S.MARIA-TRICARICO,TRICARICO,MATERA,BASILICATA,2B,40 ORE A TEMPO PIENO,2B - 40 ORE A TEMPO PIENO,SCUOLA PRIMARIA,MTIC82100B,I.C. TRICARICO
MTEE82104L,CALCIANO-TRICARICO,CALCIANO,MATERA,BASILICATA,1AC,30 ORE SETTIMANALI,1AC - 30 ORE SETTIMANALI,SCUOLA PRIMARIA,MTIC82100B,I.C. TRICARICO
MTEE82104L,CALCIANO-TRICARICO,CALCIANO,MATERA,BASILICATA,2AC,30 ORE SETTIMANALI,2AC - 30 ORE SETTIMANALI,SCUOLA PRIMARIA,MTIC82100B,I.C. TRICARICO
MTEE82104L,CALCIANO-TRICARICO,CALCIANO,MATERA,BASILICATA,3AC,30 ORE SETTIMANALI,3AC - 30 ORE SETTIMANALI,SCUOLA PRIMARIA,MTIC82100B,I.C. TRICARICO
MTEE82104L,CALCIANO-TRICARICO,CALCIANO,MATERA,BASILICATA,4AC,30 ORE SETTIMANALI,4AC - 30 ORE SETTIMANALI,SCUOLA PRIMARIA,MTIC82100B,I.C. TRICARICO
MTEE82104L,CALCIANO-TRICARICO,CALCIANO,MATERA,BASILICATA,5AC,30 ORE SETTIMANALI,5AC - 30 ORE SETTIMANALI,SCUOLA PRIMARIA,MTIC82100B,I.C. TRICARICO
MTEE823015,DON L. PALAZZO-MONTESCAGLISO,MONTESCAGLIOSO,MATERA,BASILICATA,1A,27 ORE SETTIMANALI,1A - 27 ORE SETTIMANALI,SCUOLA PRIMARIA,MTIC823003,"I.C""D.L.PALAZZO""-MONTESCAGLIOSO"
MTEE823015,DON L. PALAZZO-MONTESCAGLISO,MONTESCAGLIOSO,MATERA,BASILICATA,1C,40 ORE A TEMPO PIENO,1C - 40 ORE A TEMPO PIENO,SCUOLA PRIMARIA,MTIC823003,"I.C""D.L.PALAZZO""-MONTESCAGLIOSO"
MTEE823015,DON L. PALAZZO-MONTESCAGLISO,MONTESCAGLIOSO,MATERA,BASILICATA,1D,27 ORE SETTIMANALI,1D - 27 ORE SETTIMANALI,SCUOLA PRIMARIA,MTIC823003,"I.C""D.L.PALAZZO""-MONTESCAGLIOSO"
MTEE823015,DON L. PALAZZO-MONTESCAGLISO,MONTESCAGLIOSO,MATERA,BASILICATA,2A,40 ORE A TEMPO PIENO,2A - 40 ORE A TEMPO PIENO,SCUOLA PRIMARIA,MTIC823003,"I.C""D.L.PALAZZO""-MONTESCAGLIOSO"
MTEE823015,DON L. PALAZZO-MONTESCAGLISO,MONTESCAGLIOSO,MATERA,BASILICATA,2C,40 ORE A TEMPO PIENO,2C - 40 ORE A TEMPO PIENO,SCUOLA PRIMARIA,MTIC823003,"I.C""D.L.PALAZZO""-MONTESCAGLIOSO"
MTEE823015,DON L. PALAZZO-MONTESCAGLISO,MONTESCAGLIOSO,MATERA,BASILICATA,2D,27 ORE SETTIMANALI,2D - 27 ORE SETTIMANALI,SCUOLA PRIMARIA,MTIC823003,"I.C""D.L.PALAZZO""-MONTESCAGLIOSO"
MTEE823015,DON L. PALAZZO-MONTESCAGLISO,MONTESCAGLIOSO,MATERA,BASILICATA,2E,27 ORE SETTIMANALI,2E - 27 ORE SETTIMANALI,SCUOLA PRIMARIA,MTIC823003,"I.C""D.L.PALAZZO""-MONTESCAGLIOSO"
MTEE823015,DON L. PALAZZO-MONTESCAGLISO,MONTESCAGLIOSO,MATERA,BASILICATA,3A,27 ORE SETTIMANALI,3A - 27 ORE SETTIMANALI,SCUOLA PRIMARIA,MTIC823003,"I.C""D.L.PALAZZO""-MONTESCAGLIOSO"
MTEE823015,DON L. PALAZZO-MONTESCAGLISO,MONTESCAGLIOSO,MATERA,BASILICATA,3C,40 ORE A TEMPO PIENO,3C - 40 ORE A TEMPO PIENO,SCUOLA PRIMARIA,MTIC823003,"I.C""D.L.PALAZZO""-MONTESCAGLIOSO"
MTEE823015,DON L. PALAZZO-MONTESCAGLISO,MONTESCAGLIOSO,MATERA,BASILICATA,3D,27 ORE SETTIMANALI,3D - 27 ORE SETTIMANALI,SCUOLA PRIMARIA,MTIC823003,"I.C""D.L.PALAZZO""-MONTESCAGLIOSO"
MTEE823015,DON L. PALAZZO-MONTESCAGLISO,MONTESCAGLIOSO,MATERA,BASILICATA,4A,40 ORE A TEMPO PIENO,4A - 40 ORE A TEMPO PIENO,SCUOLA PRIMARIA,MTIC823003,"I.C""D.L.PALAZZO""-MONTESCAGLIOSO"
MTEE823015,DON L. PALAZZO-MONTESCAGLISO,MONTESCAGLIOSO,MATERA,BASILICATA,4C,40 ORE A TEMPO PIENO,4C - 40 ORE A TEMPO PIENO,SCUOLA PRIMARIA,MTIC823003,"I.C""D.L.PALAZZO""-MONTESCAGLIOSO"
MTEE823015,DON L. PALAZZO-MONTESCAGLISO,MONTESCAGLIOSO,MATERA,BASILICATA,4D,27 ORE SETTIMANALI,4D - 27 ORE SETTIMANALI,SCUOLA PRIMARIA,MTIC823003,"I.C""D.L.PALAZZO""-MONTESCAGLIOSO"
MTEE823015,DON L. PALAZZO-MONTESCAGLISO,MONTESCAGLIOSO,MATERA,BASILICATA,5A,27 ORE SETTIMANALI,5A - 27 ORE SETTIMANALI,SCUOLA PRIMARIA,MTIC823003,"I.C""D.L.PALAZZO""-MONTESCAGLIOSO"
MTEE823015,DON L. PALAZZO-MONTESCAGLISO,MONTESCAGLIOSO,MATERA,BASILICATA,5C,40 ORE A TEMPO PIENO,5C - 40 ORE A TEMPO PIENO,SCUOLA PRIMARIA,MTIC823003,"I.C""D.L.PALAZZO""-MONTESCAGLIOSO"
MTEE823015,DON L. PALAZZO-MONTESCAGLISO,MONTESCAGLIOSO,MATERA,BASILICATA,5D,27 ORE SETTIMANALI,5D - 27 ORE SETTIMANALI,SCUOLA PRIMARIA,MTIC823003,"I.C""D.L.PALAZZO""-MONTESCAGLIOSO"
MTEE823026,LARGO D'ACQUISTO-MONTESCAGLIOSO,MONTESCAGLIOSO,MATERA,BASILICATA,1B,27 ORE SETTIMANALI,1B - 27 ORE SETTIMANALI,SCUOLA PRIMARIA,MTIC823003,"I.C""D.L.PALAZZO""-MONTESCAGLIOSO"
MTEE823026,LARGO D'ACQUISTO-MONTESCAGLIOSO,MONTESCAGLIOSO,MATERA,BASILICATA,2B,27 ORE SETTIMANALI,2B - 27 ORE SETTIMANALI,SCUOLA PRIMARIA,MTIC823003,"I.C""D.L.PALAZZO""-MONTESCAGLIOSO"
MTEE823026,LARGO D'ACQUISTO-MONTESCAGLIOSO,MONTESCAGLIOSO,MATERA,BASILICATA,3B,27 ORE SETTIMANALI,3B - 27 ORE SETTIMANALI,SCUOLA PRIMARIA,MTIC823003,"I.C""D.L.PALAZZO""-MONTESCAGLIOSO"
